,YEAR,MONTH,DAY,SST,Dates
7716,2002,2,16,10.8,2/16/02
7717,2002,2,17,10.65,2/17/02
7718,2002,2,18,10.65,2/18/02
7719,2002,2,19,10.73043478,2/19/02
7720,2002,2,20,10.95652174,2/20/02
7721,2002,2,21,11.14166667,2/21/02
7722,2002,2,22,11.24166667,2/22/02
7723,2002,2,23,10.9375,2/23/02
7724,2002,2,24,10.875,2/24/02
7725,2002,2,25,11.275,2/25/02
7726,2002,2,26,11.5625,2/26/02
7727,2002,2,27,11.88333333,2/27/02
7728,2002,2,28,11.94166667,2/28/02
7729,2002,3,1,11.04166667,3/1/02
7730,2002,3,2,11.17083333,3/2/02
7731,2002,3,3,11.3,3/3/02
7732,2002,3,4,11.575,3/4/02
7733,2002,3,5,11.60833333,3/5/02
7734,2002,3,6,11.45833333,3/6/02
7735,2002,3,7,11.30416667,3/7/02
7736,2002,3,8,10.89583333,3/8/02
7737,2002,3,9,10.82916667,3/9/02
7738,2002,3,10,10.8875,3/10/02
7739,2002,3,11,11.23333333,3/11/02
7740,2002,3,12,11.17916667,3/12/02
7741,2002,3,13,11,3/13/02
7742,2002,3,14,10.68333333,3/14/02
7743,2002,3,15,10.40416667,3/15/02
7744,2002,3,16,9.9875,3/16/02
7745,2002,3,17,9.975,3/17/02
7746,2002,3,18,9.9875,3/18/02
7747,2002,3,19,10.09583333,3/19/02
7748,2002,3,20,10.475,3/20/02
7749,2002,3,21,10.9625,3/21/02
7750,2002,3,22,10.96666667,3/22/02
7751,2002,3,23,11.05,3/23/02
7752,2002,3,24,10.83333333,3/24/02
7753,2002,3,25,10.64583333,3/25/02
7754,2002,3,26,10.97916667,3/26/02
7755,2002,3,27,10.43333333,3/27/02
7756,2002,3,28,10.36666667,3/28/02
7757,2002,3,29,10.38333333,3/29/02
7758,2002,3,30,10.2375,3/30/02
7759,2002,3,31,10.125,3/31/02
7760,2002,4,1,10.24583333,4/1/02
7761,2002,4,2,10.55,4/2/02
7762,2002,4,3,10.57916667,4/3/02
7763,2002,4,4,10.63333333,4/4/02
7764,2002,4,5,10.63333333,4/5/02
7765,2002,4,6,10.95833333,4/6/02
7766,2002,4,7,10.67916667,4/7/02
7767,2002,4,8,11.07826087,4/8/02
7768,2002,4,9,10.71666667,4/9/02
7769,2002,4,10,11.05833333,4/10/02
7770,2002,4,11,11.28333333,4/11/02
7771,2002,4,12,11.20416667,4/12/02
7772,2002,4,13,11.07916667,4/13/02
7773,2002,4,14,10.78333333,4/14/02
7774,2002,4,15,10.20833333,4/15/02
7775,2002,4,16,9.475,4/16/02
7776,2002,4,17,9.408695652,4/17/02
7777,2002,4,18,9.65,4/18/02
7778,2002,4,19,9.841666667,4/19/02
7779,2002,4,20,9.566666667,4/20/02
7780,2002,4,21,9.654166667,4/21/02
7781,2002,4,22,9.620833333,4/22/02
7782,2002,4,23,9.608333333,4/23/02
7783,2002,4,24,10.27083333,4/24/02
7784,2002,4,25,10.65833333,4/25/02
7785,2002,4,26,10.35416667,4/26/02
7786,2002,4,27,9.508333333,4/27/02
7787,2002,4,28,9.847826087,4/28/02
7788,2002,4,29,10.4875,4/29/02
7789,2002,4,30,10.55833333,4/30/02
7790,2002,5,1,9.754166667,5/1/02
7791,2002,5,2,9.683333333,5/2/02
7792,2002,5,3,9.945833333,5/3/02
7793,2002,5,4,9.716666667,5/4/02
7794,2002,5,5,10.51666667,5/5/02
7795,2002,5,6,10.18333333,5/6/02
7796,2002,5,7,9.1875,5/7/02
7797,2002,5,8,8.983333333,5/8/02
7798,2002,5,9,8.95,5/9/02
7799,2002,5,10,8.820833333,5/10/02
7800,2002,5,11,8.8375,5/11/02
7801,2002,5,12,8.866666667,5/12/02
7802,2002,5,13,10.0625,5/13/02
7803,2002,5,14,9.283333333,5/14/02
7804,2002,5,15,8.8875,5/15/02
7805,2002,5,16,9.008333333,5/16/02
7806,2002,5,17,8.808333333,5/17/02
7807,2002,5,18,8.6125,5/18/02
7808,2002,5,19,9.95,5/19/02
7809,2002,5,20,10,5/20/02
7810,2002,5,21,11.06666667,5/21/02
7811,2002,5,22,11.03043478,5/22/02
7812,2002,5,23,10.57916667,5/23/02
7813,2002,5,24,9.8875,5/24/02
7814,2002,5,25,9.875,5/25/02
7815,2002,5,26,9.658333333,5/26/02
7816,2002,5,27,10.10833333,5/27/02
7817,2002,5,28,10.92083333,5/28/02
7818,2002,5,29,10.99166667,5/29/02
7819,2002,5,30,10.75416667,5/30/02
7820,2002,5,31,10.49565217,5/31/02
7821,2002,6,1,9.825,6/1/02
7822,2002,6,2,9.079166667,6/2/02
7823,2002,6,3,8.875,6/3/02
7824,2002,6,4,8.704166667,6/4/02
7825,2002,6,5,8.670833333,6/5/02
7826,2002,6,6,8.629166667,6/6/02
7827,2002,6,7,8.320833333,6/7/02
7828,2002,6,8,8.166666667,6/8/02
7829,2002,6,9,8.117391304,6/9/02
7830,2002,6,10,8,6/10/02
7831,2002,6,11,8.25,6/11/02
7832,2002,6,12,9.15,6/12/02
7833,2002,6,13,9.629166667,6/13/02
7834,2002,6,14,9.375,6/14/02
7835,2002,6,15,8.870833333,6/15/02
7836,2002,6,16,8.975,6/16/02
7837,2002,6,17,8.925,6/17/02
7838,2002,6,18,8.9875,6/18/02
7839,2002,6,19,9.016666667,6/19/02
7840,2002,6,20,8.843478261,6/20/02
7841,2002,6,21,8.366666667,6/21/02
7842,2002,6,22,8.520833333,6/22/02
7843,2002,6,23,8.683333333,6/23/02
7844,2002,6,24,9.033333333,6/24/02
7845,2002,6,25,9.379166667,6/25/02
7846,2002,6,26,9.279166667,6/26/02
7847,2002,6,27,9.258333333,6/27/02
7848,2002,6,28,9.058333333,6/28/02
7849,2002,6,29,9.4125,6/29/02
7850,2002,6,30,9.179166667,6/30/02
7851,2002,7,1,9.091666667,7/1/02
7852,2002,7,2,9.779166667,7/2/02
7853,2002,7,3,10,7/3/02
7854,2002,7,4,9.433333333,7/4/02
7855,2002,7,5,9.060869565,7/5/02
7856,2002,7,6,9.1625,7/6/02
7857,2002,7,7,9.4125,7/7/02
7858,2002,7,8,9.408333333,7/8/02
7859,2002,7,9,9.0375,7/9/02
7860,2002,7,10,9.120833333,7/10/02
7861,2002,7,11,9.379166667,7/11/02
7862,2002,7,12,10.10833333,7/12/02
7863,2002,7,13,10.62083333,7/13/02
7864,2002,7,14,10.25,7/14/02
7865,2002,7,15,9.791666667,7/15/02
7866,2002,7,16,10.05416667,7/16/02
7867,2002,7,17,10.07391304,7/17/02
7868,2002,7,18,9.9875,7/18/02
7869,2002,7,19,10.1,7/19/02
7870,2002,7,20,10.16818182,7/20/02
7871,2002,7,21,10.35833333,7/21/02
7872,2002,7,22,10.45833333,7/22/02
7873,2002,7,23,10.89583333,7/23/02
7874,2002,7,24,11.25833333,7/24/02
7875,2002,7,25,11.0625,7/25/02
7876,2002,7,26,11.4625,7/26/02
7877,2002,7,27,11.32916667,7/27/02
7878,2002,7,28,11.37916667,7/28/02
7879,2002,7,29,11.79166667,7/29/02
7880,2002,7,30,12.0875,7/30/02
7881,2002,7,31,11.96521739,7/31/02
7882,2002,8,1,12.575,8/1/02
7883,2002,8,2,13.05416667,8/2/02
7884,2002,8,3,12.9625,8/3/02
7885,2002,8,4,12.39130435,8/4/02
7886,2002,8,5,12.05,8/5/02
7887,2002,8,6,12.00833333,8/6/02
7888,2002,8,7,11.09583333,8/7/02
7889,2002,8,8,11.20714286,8/8/02
7890,2002,8,9,11.56666667,8/9/02
7891,2002,8,10,11.91304348,8/10/02
7892,2002,8,11,12.59583333,8/11/02
7893,2002,8,12,12.8047619,8/12/02
7894,2002,8,13,12.7,8/13/02
7895,2002,8,14,12.78333333,8/14/02
7896,2002,8,15,12.80833333,8/15/02
7897,2002,8,16,12.94583333,8/16/02
7898,2002,8,17,12.43333333,8/17/02
7899,2002,8,18,11.9625,8/18/02
7900,2002,8,19,11.87916667,8/19/02
7901,2002,8,20,11.97916667,8/20/02
7902,2002,8,21,10.89583333,8/21/02
7903,2002,8,22,10.8875,8/22/02
7904,2002,8,23,10.66666667,8/23/02
7905,2002,8,24,10.38333333,8/24/02
7906,2002,8,25,10.32916667,8/25/02
7907,2002,8,26,10.25,8/26/02
7908,2002,8,27,10.2875,8/27/02
7909,2002,8,28,10.35,8/28/02
7910,2002,8,29,10.65,8/29/02
7911,2002,8,30,11.09166667,8/30/02
7912,2002,8,31,11.17083333,8/31/02
7913,2002,9,1,11.475,9/1/02
7914,2002,9,2,11.9875,9/2/02
7915,2002,9,3,12.28333333,9/3/02
7916,2002,9,4,11.75,9/4/02
7917,2002,9,5,11.64166667,9/5/02
7918,2002,9,6,12.62916667,9/6/02
7919,2002,9,7,13.06666667,9/7/02
7920,2002,9,8,12.53333333,9/8/02
7921,2002,9,9,12.2875,9/9/02
7922,2002,9,10,12.575,9/10/02
7923,2002,9,11,12.85833333,9/11/02
7924,2002,9,12,13.04166667,9/12/02
7925,2002,9,13,13.07083333,9/13/02
7926,2002,9,14,12.82083333,9/14/02
7927,2002,9,15,12.78333333,9/15/02
7928,2002,9,16,12.60833333,9/16/02
7929,2002,9,17,12.22916667,9/17/02
7930,2002,9,18,12.06666667,9/18/02
7931,2002,9,19,12.41666667,9/19/02
7932,2002,9,20,13.4,9/20/02
7933,2002,9,21,13.42083333,9/21/02
7934,2002,9,22,13.5125,9/22/02
7935,2002,9,23,13.04583333,9/23/02
7936,2002,9,24,12.94583333,9/24/02
7937,2002,9,25,13.78333333,9/25/02
7938,2002,9,26,15.53333333,9/26/02
7939,2002,9,27,15.55,9/27/02
7940,2002,9,28,15.69583333,9/28/02
7941,2002,9,29,16.35416667,9/29/02
7942,2002,9,30,16.0125,9/30/02
7943,2002,10,1,13.125,10/1/02
7944,2002,10,2,11.71363636,10/2/02
7945,2002,10,3,11.83333333,10/3/02
7946,2002,10,4,11.82608696,10/4/02
7947,2002,10,5,11.75217391,10/5/02
7948,2002,10,6,11.86521739,10/6/02
7949,2002,10,7,12.16521739,10/7/02
7950,2002,10,8,13.0625,10/8/02
7951,2002,10,9,13.89166667,10/9/02
7952,2002,10,10,13.6875,10/10/02
7953,2002,10,11,13.79583333,10/11/02
7954,2002,10,12,13.8625,10/12/02
7955,2002,10,13,13.74583333,10/13/02
7956,2002,10,14,13.46666667,10/14/02
7957,2002,10,15,13.04583333,10/15/02
7958,2002,10,16,13.2125,10/16/02
7959,2002,10,17,13.47916667,10/17/02
7960,2002,10,18,13.325,10/18/02
7961,2002,10,19,12.60869565,10/19/02
7962,2002,10,20,12.43333333,10/20/02
7963,2002,10,21,12.20833333,10/21/02
7964,2002,10,22,11.925,10/22/02
7965,2002,10,23,11.85416667,10/23/02
7966,2002,10,24,12.02083333,10/24/02
7967,2002,10,25,12.35416667,10/25/02
7968,2002,10,26,12.175,10/26/02
7969,2002,10,27,12.0375,10/27/02
7970,2002,10,28,12.09583333,10/28/02
7971,2002,10,29,12.19166667,10/29/02
7972,2002,10,30,12.04166667,10/30/02
7973,2002,10,31,11.97083333,10/31/02
7974,2002,11,1,12.02916667,11/1/02
7975,2002,11,2,12.09166667,11/2/02
7976,2002,11,3,12.25833333,11/3/02
7977,2002,11,4,12.25,11/4/02
7978,2002,11,5,12,11/5/02
7979,2002,11,6,12.8875,11/6/02
7980,2002,11,7,13.6,11/7/02
7981,2002,11,8,13.53333333,11/8/02
7982,2002,11,9,13.41666667,11/9/02
7983,2002,11,10,13.18333333,11/10/02
7984,2002,11,11,13.52083333,11/11/02
7985,2002,11,12,13.56666667,11/12/02
7986,2002,11,13,13.3625,11/13/02
7987,2002,11,14,13.19166667,11/14/02
7988,2002,11,15,13.1125,11/15/02
7989,2002,11,16,13.17083333,11/16/02
7990,2002,11,17,13.05833333,11/17/02
7991,2002,11,18,12.89166667,11/18/02
7992,2002,11,19,12.91666667,11/19/02
7993,2002,11,20,13.04583333,11/20/02
7994,2002,11,21,13.15416667,11/21/02
7995,2002,11,22,13.14166667,11/22/02
7996,2002,11,23,13.01666667,11/23/02
7997,2002,11,24,12.77916667,11/24/02
7998,2002,11,25,12.64166667,11/25/02
7999,2002,11,26,12.65,11/26/02
8000,2002,11,27,12.7625,11/27/02
8001,2002,11,28,12.7125,11/28/02
8002,2002,11,29,12.51666667,11/29/02
8003,2002,11,30,12.4875,11/30/02
8004,2002,12,1,12.48333333,12/1/02
8005,2002,12,2,12.87083333,12/2/02
8006,2002,12,3,13.22083333,12/3/02
8007,2002,12,4,13.2,12/4/02
8008,2002,12,5,13.26666667,12/5/02
8009,2002,12,6,13.0375,12/6/02
8010,2002,12,7,13.00833333,12/7/02
8011,2002,12,8,12.95416667,12/8/02
8012,2002,12,9,12.90416667,12/9/02
8013,2002,12,10,12.82916667,12/10/02
8014,2002,12,11,13.45416667,12/11/02
8015,2002,12,12,13.8,12/12/02
8016,2002,12,13,13.54166667,12/13/02
8017,2002,12,14,13.51666667,12/14/02
8018,2002,12,15,12.79166667,12/15/02
8019,2002,12,16,13.30416667,12/16/02
8020,2002,12,17,13.17083333,12/17/02
8021,2002,12,18,12.9625,12/18/02
8022,2002,12,19,12.97083333,12/19/02
8023,2002,12,20,12.7875,12/20/02
8024,2002,12,21,12.76666667,12/21/02
8025,2002,12,22,12.89166667,12/22/02
8026,2002,12,23,12.725,12/23/02
8027,2002,12,24,12.88333333,12/24/02
8028,2002,12,25,12.80416667,12/25/02
8029,2002,12,26,12.77391304,12/26/02
8030,2002,12,27,12.96666667,12/27/02
8031,2002,12,28,12.8,12/28/02
8032,2002,12,29,12.61666667,12/29/02
8033,2002,12,30,12.62083333,12/30/02
8034,2002,12,31,12.42083333,12/31/02
8035,2003,1,1,12.55416667,1/1/03
8036,2003,1,2,12.82916667,1/2/03
8037,2003,1,3,12.87826087,1/3/03
8038,2003,1,4,12.85416667,1/4/03
8039,2003,1,5,12.73333333,1/5/03
8040,2003,1,6,12.83333333,1/6/03
8041,2003,1,7,12.82916667,1/7/03
8042,2003,1,8,12.77083333,1/8/03
8043,2003,1,9,12.47083333,1/9/03
8044,2003,1,10,12.8125,1/10/03
8045,2003,1,11,12.79565217,1/11/03
8046,2003,1,12,12.97916667,1/12/03
8047,2003,1,13,13.00833333,1/13/03
8048,2003,1,14,12.94583333,1/14/03
8049,2003,1,15,12.90833333,1/15/03
8050,2003,1,16,12.77083333,1/16/03
8051,2003,1,17,12.91666667,1/17/03
8052,2003,1,18,13.01666667,1/18/03
8053,2003,1,19,12.93333333,1/19/03
8054,2003,1,20,12.72916667,1/20/03
8055,2003,1,21,12.82916667,1/21/03
8056,2003,1,22,12.9375,1/22/03
8057,2003,1,23,13.02916667,1/23/03
8058,2003,1,24,13.05833333,1/24/03
8059,2003,1,25,13.04166667,1/25/03
8060,2003,1,26,13.25833333,1/26/03
8061,2003,1,27,13.19583333,1/27/03
8062,2003,1,28,13.0875,1/28/03
8063,2003,1,29,12.9875,1/29/03
8064,2003,1,30,13.1625,1/30/03
8065,2003,1,31,13.2875,1/31/03
8066,2003,2,1,13.25833333,2/1/03
8067,2003,2,2,12.9125,2/2/03
8068,2003,2,3,12.72916667,2/3/03
8069,2003,2,4,12.84583333,2/4/03
8070,2003,2,5,12.55833333,2/5/03
8071,2003,2,6,12.70416667,2/6/03
8072,2003,2,7,12.3875,2/7/03
8073,2003,2,8,12.34583333,2/8/03
8074,2003,2,9,12.61666667,2/9/03
8075,2003,2,10,12.66086957,2/10/03
8076,2003,2,11,12.7125,2/11/03
8077,2003,2,12,12.4875,2/12/03
8078,2003,2,13,12.27083333,2/13/03
8079,2003,2,14,12.1875,2/14/03
8080,2003,2,15,12.3875,2/15/03
8081,2003,2,16,12.62916667,2/16/03
8082,2003,2,17,12.7875,2/17/03
8083,2003,2,18,13.18333333,2/18/03
8084,2003,2,19,13.42083333,2/19/03
8085,2003,2,20,12.92083333,2/20/03
8086,2003,2,21,12.0875,2/21/03
8087,2003,2,22,11.94583333,2/22/03
8088,2003,2,23,11.6125,2/23/03
8089,2003,2,24,12.4,2/24/03
8090,2003,2,25,12.19166667,2/25/03
8091,2003,2,26,12.08333333,2/26/03
8092,2003,2,27,12.39166667,2/27/03
8093,2003,2,28,11.70833333,2/28/03
8094,2003,3,1,12.19166667,3/1/03
8095,2003,3,2,12,3/2/03
8096,2003,3,3,12.32083333,3/3/03
8097,2003,3,4,12.7,3/4/03
8098,2003,3,5,12.1,3/5/03
8099,2003,3,6,11.40833333,3/6/03
8100,2003,3,7,11.60416667,3/7/03
8101,2003,3,8,11.29583333,3/8/03
8102,2003,3,9,12.4125,3/9/03
8103,2003,3,10,12.52083333,3/10/03
8104,2003,3,11,12.43636364,3/11/03
8105,2003,3,12,12.7125,3/12/03
8106,2003,3,13,12.8173913,3/13/03
8107,2003,3,14,12.65,3/14/03
8108,2003,3,15,12.64583333,3/15/03
8109,2003,3,16,12.79166667,3/16/03
8110,2003,3,17,12.475,3/17/03
8111,2003,3,18,11.7875,3/18/03
8112,2003,3,19,11.59565217,3/19/03
8113,2003,3,20,11.65,3/20/03
8114,2003,3,21,11.47916667,3/21/03
8115,2003,3,22,12.02916667,3/22/03
8116,2003,3,23,11.93333333,3/23/03
8117,2003,3,24,11.39545455,3/24/03
8118,2003,3,25,11.1625,3/25/03
8119,2003,3,26,11.60869565,3/26/03
8120,2003,3,27,11.27083333,3/27/03
8121,2003,3,28,10.32083333,3/28/03
8122,2003,3,29,10.4875,3/29/03
8123,2003,3,30,11.3375,3/30/03
8124,2003,3,31,11.45294118,3/31/03
8125,2003,4,1,11.09090909,4/1/03
8126,2003,4,2,10.62916667,4/2/03
8127,2003,4,3,10.7,4/3/03
8128,2003,4,4,10.79090909,4/4/03
8129,2003,4,5,10.40833333,4/5/03
8130,2003,4,6,10.15833333,4/6/03
8131,2003,4,7,10.425,4/7/03
8132,2003,4,8,11.14285714,4/8/03
8133,2003,4,9,11.87916667,4/9/03
8134,2003,4,10,11.8,4/10/03
8135,2003,4,11,11.89166667,4/11/03
8136,2003,4,12,11.89166667,4/12/03
8137,2003,4,13,11.85416667,4/13/03
8138,2003,4,14,12.16666667,4/14/03
8139,2003,4,15,11.92916667,4/15/03
8140,2003,4,16,11.91666667,4/16/03
8141,2003,4,17,11.95416667,4/17/03
8142,2003,4,18,11.54166667,4/18/03
8143,2003,4,19,10.55,4/19/03
8144,2003,4,20,10.3375,4/20/03
8145,2003,4,21,10.22916667,4/21/03
8146,2003,4,22,10.04166667,4/22/03
8147,2003,4,23,9.741666667,4/23/03
8148,2003,4,24,10.19583333,4/24/03
8149,2003,4,25,10.92916667,4/25/03
8150,2003,4,26,11.51666667,4/26/03
8151,2003,4,27,11.55416667,4/27/03
8152,2003,4,28,11.41666667,4/28/03
8153,2003,4,29,11.72916667,4/29/03
8154,2003,4,30,11.78333333,4/30/03
8155,2003,5,1,11.98333333,5/1/03
8156,2003,5,2,12.1375,5/2/03
8157,2003,5,3,12.14166667,5/3/03
8158,2003,5,4,12.30833333,5/4/03
8159,2003,5,5,11.95833333,5/5/03
8160,2003,5,6,11.8,5/6/03
8161,2003,5,7,11.75833333,5/7/03
8162,2003,5,8,10.47916667,5/8/03
8163,2003,5,9,10.6625,5/9/03
8164,2003,5,10,10.26666667,5/10/03
8165,2003,5,11,10.23333333,5/11/03
8166,2003,5,12,10.17083333,5/12/03
8167,2003,5,13,10.14782609,5/13/03
8168,2003,5,14,10.175,5/14/03
8169,2003,5,15,9.529166667,5/15/03
8170,2003,5,16,9.091666667,5/16/03
8171,2003,5,17,8.895833333,5/17/03
8172,2003,5,18,8.654166667,5/18/03
8173,2003,5,19,8.695833333,5/19/03
8174,2003,5,20,8.754166667,5/20/03
8175,2003,5,21,8.579166667,5/21/03
8176,2003,5,22,8.495833333,5/22/03
8177,2003,5,23,8.579166667,5/23/03
8178,2003,5,24,8.858333333,5/24/03
8179,2003,5,25,9.470833333,5/25/03
8180,2003,5,26,10.05833333,5/26/03
8181,2003,5,27,9.7,5/27/03
8182,2003,5,28,9.570833333,5/28/03
8183,2003,5,29,9.291666667,5/29/03
8184,2003,5,30,9.360869565,5/30/03
8185,2003,5,31,9.258333333,5/31/03
8186,2003,6,1,9.141666667,6/1/03
8187,2003,6,2,8.9875,6/2/03
8188,2003,6,3,8.947826087,6/3/03
8189,2003,6,4,9.479166667,6/4/03
8190,2003,6,5,9.945833333,6/5/03
8191,2003,6,6,10.36666667,6/6/03
8192,2003,6,7,10.86956522,6/7/03
8193,2003,6,8,10.9875,6/8/03
8194,2003,6,9,10.32173913,6/9/03
8195,2003,6,10,11.39090909,6/10/03
8196,2003,6,11,11.47,6/11/03
8197,2003,6,12,10.43,6/12/03
8198,2003,6,13,10.9125,6/13/03
8199,2003,6,14,10.76521739,6/14/03
8200,2003,6,15,9.959090909,6/15/03
8201,2003,6,16,9.55,6/16/03
8202,2003,6,17,9.216666667,6/17/03
8203,2003,6,18,8.925,6/18/03
8204,2003,6,19,8.85,6/19/03
8205,2003,6,20,9.118181818,6/20/03
8206,2003,6,21,9.358823529,6/21/03
8207,2003,6,22,9.178947368,6/22/03
8208,2003,6,23,9.061904762,6/23/03
8209,2003,6,24,8.983333333,6/24/03
8210,2003,6,25,9.670833333,6/25/03
8211,2003,6,26,10.43333333,6/26/03
8212,2003,6,27,11.0875,6/27/03
8213,2003,6,28,11.65416667,6/28/03
8214,2003,6,29,12.2,6/29/03
8215,2003,6,30,12.52916667,6/30/03
8216,2003,7,1,11.48695652,7/1/03
8217,2003,7,2,11.3875,7/2/03
8218,2003,7,3,11.40416667,7/3/03
8219,2003,7,4,11.06666667,7/4/03
8220,2003,7,5,10.26666667,7/5/03
8221,2003,7,6,9.791666667,7/6/03
8222,2003,7,7,9.358333333,7/7/03
8223,2003,7,8,9.370833333,7/8/03
8224,2003,7,9,9.168181818,7/9/03
8225,2003,7,10,9.21,7/10/03
8226,2003,7,11,9.32,7/11/03
8227,2003,7,12,9.35,7/12/03
8228,2003,7,13,9.2875,7/13/03
8229,2003,7,14,9.327777778,7/14/03
8230,2003,7,15,9.227777778,7/15/03
8231,2003,7,16,9.209090909,7/16/03
8232,2003,7,17,9.065,7/17/03
8233,2003,7,18,9.0625,7/18/03
8234,2003,7,19,9.1125,7/19/03
8235,2003,7,20,9.342857143,7/20/03
8236,2003,7,21,10.38333333,7/21/03
8237,2003,7,22,10.33333333,7/22/03
8238,2003,7,23,10.19130435,7/23/03
8239,2003,7,24,10.43333333,7/24/03
8240,2003,7,25,10.17272727,7/25/03
8241,2003,7,26,10.725,7/26/03
8242,2003,7,27,10.98333333,7/27/03
8243,2003,7,28,11.49130435,7/28/03
8244,2003,7,29,11.14545455,7/29/03
8245,2003,7,30,11.23181818,7/30/03
8246,2003,7,31,11.34,7/31/03
8247,2003,8,1,11.88356446,8/1/03
8248,2003,8,2,13.2,8/2/03
8249,2003,8,3,12.96666667,8/3/03
8250,2003,8,4,13,8/4/03
8251,2003,8,5,14.03333333,8/5/03
8252,2003,8,6,13.63333333,8/6/03
8253,2003,8,7,13.52608696,8/7/03
8254,2003,8,8,13.925,8/8/03
8255,2003,8,9,14.2,8/9/03
8256,2003,8,10,14.65833333,8/10/03
8257,2003,8,11,14.55833333,8/11/03
8258,2003,8,12,11.95,8/12/03
8259,2003,8,13,10.725,8/13/03
8260,2003,8,14,11.15416667,8/14/03
8261,2003,8,15,11.64166667,8/15/03
8262,2003,8,16,11.96666667,8/16/03
8263,2003,8,17,11.05416667,8/17/03
8264,2003,8,18,10.975,8/18/03
8265,2003,8,19,11.325,8/19/03
8266,2003,8,20,11.875,8/20/03
8267,2003,8,21,14.70416667,8/21/03
8268,2003,8,22,16.6125,8/22/03
8269,2003,8,23,16.74166667,8/23/03
8270,2003,8,24,14.725,8/24/03
8271,2003,8,25,14.07916667,8/25/03
8272,2003,8,26,12.4375,8/26/03
8273,2003,8,27,12.1375,8/27/03
8274,2003,8,28,12,8/28/03
8275,2003,8,29,11.30416667,8/29/03
8276,2003,8,30,11.42083333,8/30/03
8277,2003,8,31,11.3625,8/31/03
8278,2003,9,1,11.3375,9/1/03
8279,2003,9,2,11.66666667,9/2/03
8280,2003,9,3,12.00416667,9/3/03
8281,2003,9,4,12.7875,9/4/03
8282,2003,9,5,13.07391304,9/5/03
8283,2003,9,6,13.54166667,9/6/03
8284,2003,9,7,12.94166667,9/7/03
8285,2003,9,8,12.05833333,9/8/03
8286,2003,9,9,11.82083333,9/9/03
8287,2003,9,10,12.3375,9/10/03
8288,2003,9,11,12.175,9/11/03
8289,2003,9,12,12.4125,9/12/03
8290,2003,9,13,12.44166667,9/13/03
8291,2003,9,14,13.2,9/14/03
8292,2003,9,15,12.99044485,9/15/03
8293,2003,9,16,12.81206096,9/16/03
8294,2003,9,17,12.68271182,9/17/03
8295,2003,9,18,12.96101585,9/18/03
8296,2003,9,19,13.18659386,9/19/03
8297,2003,9,20,13.09848078,9/20/03
8298,2003,9,21,13.33389231,9/21/03
8299,2003,9,22,13.81540102,9/22/03
8300,2003,9,23,14.22946451,9/23/03
8301,2003,9,24,14.24279459,9/24/03
8302,2003,9,25,14.29084894,9/25/03
8303,2003,9,26,14.41336577,9/26/03
8304,2003,9,27,14.12504646,9/27/03
8305,2003,9,28,13.70519304,9/28/03
8306,2003,9,29,13.66923537,9/29/03
8307,2003,9,30,13.61332579,9/30/03
8308,2003,10,1,13.30288287,10/1/03
8309,2003,10,2,12.84720299,10/2/03
8310,2003,10,3,12.28416995,10/3/03
8311,2003,10,4,12.26812664,10/4/03
8312,2003,10,5,12.47163654,10/5/03
8313,2003,10,6,12.13314008,10/6/03
8314,2003,10,7,11.84718033,10/7/03
8315,2003,10,8,11.9107867,10/8/03
8316,2003,10,9,11.89325026,10/9/03
8317,2003,10,10,11.60909648,10/10/03
8318,2003,10,11,11.62109743,10/11/03
8319,2003,10,12,11.57322986,10/12/03
8320,2003,10,13,11.43740369,10/13/03
8321,2003,10,14,11.50149067,10/14/03
8322,2003,10,15,11.75239468,10/15/03
8323,2003,10,16,12.07831125,10/16/03
8324,2003,10,17,12.2095953,10/17/03
8325,2003,10,18,12.556376,10/18/03
8326,2003,10,19,12.86373362,10/19/03
8327,2003,10,20,13.12535547,10/20/03
8328,2003,10,21,13.30959362,10/21/03
8329,2003,10,22,12.88621001,10/22/03
8330,2003,10,23,12.42111655,10/23/03
8331,2003,10,24,12.32140852,10/24/03
8332,2003,10,25,12.46901156,10/25/03
8333,2003,10,26,12.25407595,10/26/03
8334,2003,10,27,12.61893177,10/27/03
8335,2003,10,28,12.53460887,10/28/03
8336,2003,10,29,11.85941563,10/29/03
8337,2003,10,30,11.33067499,10/30/03
8338,2003,10,31,11.28764785,10/31/03
8339,2003,11,1,11.28279619,11/1/03
8340,2003,11,2,11.40405411,11/2/03
8341,2003,11,3,11.4638555,11/3/03
8342,2003,11,4,11.41391119,11/4/03
8343,2003,11,5,11.13333333,11/5/03
8344,2003,11,6,11.38333333,11/6/03
8345,2003,11,7,12.45416667,11/7/03
8346,2003,11,8,13.50416667,11/8/03
8347,2003,11,9,13.8,11/9/03
8348,2003,11,10,13.00416667,11/10/03
8349,2003,11,11,12.87916667,11/11/03
8350,2003,11,12,12.8625,11/12/03
8351,2003,11,13,12.9875,11/13/03
8352,2003,11,14,12.53333333,11/14/03
8353,2003,11,15,12.34583333,11/15/03
8354,2003,11,16,12.31666667,11/16/03
8355,2003,11,17,12.29583333,11/17/03
8356,2003,11,18,12.71666667,11/18/03
8357,2003,11,19,12.91666667,11/19/03
8358,2003,11,20,12.55416667,11/20/03
8359,2003,11,21,12.09166667,11/21/03
8360,2003,11,22,11.74583333,11/22/03
8361,2003,11,23,11.57916667,11/23/03
8362,2003,11,24,11.525,11/24/03
8363,2003,11,25,11.18333333,11/25/03
